sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
2468,subtitle,Saitlinge,0,NN,NN,Saitlinge,saitlinge,Saitling,Saitling,1,0,"Daraus werden später Häute, sogenannte Saitlinge, für deutsche Bock- oder Bratwürste."
2468,subtitle,Bratwürste,0,NN,NN,Bratwürste,bratwürste,Bratwurst,Bratwurst,1,1,"Daraus werden später Häute, sogenannte Saitlinge, für deutsche Bock- oder Bratwürste."
2471,subtitle,meisten,0,PIAT,PIAT,meister,meister,meist,meist,1,1,Als Schulkind lernt man in China aber nur in etwa 3.500. Mit knapp 2.000 Zeichen kann man bereits Zeitung und die meisten Bücher lesen.
2474,subtitle,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Und Leute lagen noch unter Autos und haben Sachen auf den letzten Drücker gerade gerückt.
2475,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,"Nutzen soll es ihm überall dort, wo es gilt, anderen überlegen zu sein."
2476,subtitle,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,"Außerdem empfehle ich euch sehr den Kanal ""Die da Oben!""."
2477,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Da im Experiment nur sehr moderate Mengen an Alkohol getestet wurden, außerdem auch nur die oralen Sprach-Skills."
2480,subtitle,eins,0,PIS,ADV,eins,eins,ein,ein,1,1,"Ich hab immer zwei Deos zu Hause, eins mit und eins ohne Aluminium."
2481,subtitle,einzelne,0,PIS,ADJA,einzelne,einzelne,einzeln,einzeln,1,1,"Es bringt dann nichts, jedes einzelne “eigentlich” genau zu analysieren oder zu überlegen: Was will er oder sie mir jetzt mit diesem “eigentlich” sagen?"
2481,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Es bringt dann nichts, jedes einzelne “eigentlich” genau zu analysieren oder zu überlegen: Was will er oder sie mir jetzt mit diesem “eigentlich” sagen?"
2482,subtitle,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,geht's,1,0,"Darunter was von den Kolleg:innen von Terra X, da geht's um berühmte Wettrennen der Geschichte."
2483,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Da seht ihr, wie vielfältig dieses Angebot ist."
2486,subtitle,Viele,1,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Viele Sirenen und Lautsprecher, die die Bevölkerung warnen sollen, sind schlecht gewartet und fallen im entscheidenden Moment aus."
2486,subtitle,Sirenen,0,NN,NN,Sire,sire,Sirene,Sirene,1,1,"Viele Sirenen und Lautsprecher, die die Bevölkerung warnen sollen, sind schlecht gewartet und fallen im entscheidenden Moment aus."
2486,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Viele Sirenen und Lautsprecher, die die Bevölkerung warnen sollen, sind schlecht gewartet und fallen im entscheidenden Moment aus."
2487,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Soll ich jetzt jedes Referat im Doktorkittel halten?
2489,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Hoffentlich geht es dir gut da oben im Himmel.
2489,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Hoffentlich geht es dir gut da oben im Himmel.
2492,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Und sie fragt: Meinst du, du hast dich mit einer Krankheit angesteckt und wirst bald krank?"
2495,subtitle,HIV-positiver,0,ADJA,ADJA,HIV-positiv,hiv-positiv,HIV-positiver,haV-positiv,1,1,"Wenn du ein HIV-positiver Vater bist, besteht die Gefahr, dass du dein Kind bei der Zeugung über das Sperma infizierst."
2495,subtitle,infizierst,0,ADJD,VVFIN,infizierst,infizierst,infizieren,infizieren,1,1,"Wenn du ein HIV-positiver Vater bist, besteht die Gefahr, dass du dein Kind bei der Zeugung über das Sperma infizierst."
2496,subtitle,liebsten,0,ADJD,NN,lieb,lieb,gerne,gerne,1,1,"Anders als die AfD, die am liebsten weitestgehend aus der EU aussteigen würde."
2499,subtitle,nächste,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Die nächste Versammlung soll dieses Jahr im Dezember stattfinden, vorbehaltlich der endgültigen Entscheidung durch die beiden Präsidentinnen."
2499,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Die nächste Versammlung soll dieses Jahr im Dezember stattfinden, vorbehaltlich der endgültigen Entscheidung durch die beiden Präsidentinnen."
2499,subtitle,Präsidentinnen,0,NN,NN,Präsidentinn,präsidentinn,Präsidentin,Präsidentin,0,1,"Die nächste Versammlung soll dieses Jahr im Dezember stattfinden, vorbehaltlich der endgültigen Entscheidung durch die beiden Präsidentinnen."
2503,subtitle,nächste,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,Da natürlich direkt die nächste Frage in diesem Zusammenhang: Wogegen protestieren die Menschen?
2504,subtitle,Falls,1,KOUS,KOUS,falls,falls,Fall,Fall,1,1,"Falls ihr Hilfe braucht, ist das die Nummer der Telefonseelsorge."
2505,subtitle,Glaubens,0,NN,NN,Glauben,Glauben,Glaube,Glaube,1,1,"Damit werden die Juden zu Feinden des ""wahren Glaubens""."
2507,subtitle,dritten,0,ADJA,ADJA,dritter,dritter,dritt,dritt,1,1,Vermutlich allerdings nur mit einem dritten Koalitionspartner.
2509,subtitle,uns,0,PPER,PRF,sich,sich,wir,wir,1,1,Wir kennen uns eigentlich schon.
2512,subtitle,erkannten,0,VVFIN,VVFIN,erkannen,erkannten,erkennen,erkennen,1,1,"Wir wurden älter und erkannten, dass die Wahrheit anders aussieht."
2515,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Deiner Familie ein Geschenk machen, ist das Mindeste, was ich tun kann."
2516,subtitle,Felsen,0,NN,NN,Fels,fels,Felsen,Felsen,1,1,"Neben den Präsidenten Washington, Jefferson und Lincoln ist auch sein Gesicht in den Felsen des Mount Rushmore gemeißelt."
2517,subtitle,dich,0,PRF,PPER,dich,dich,du,du,1,1,"Ich dachte, du hast dich verändert."
2518,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Ich werde nicht zulassen, dass dir noch etwas passiert."
2519,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,Aber er war an den Chats beteiligt. (Düstere Klänge) Mit ihm können wir jetzt sprechen.
2520,subtitle,all,0,PIAT,PIAT,all,all,alle,alle,1,1,"Es ist ein Sammelbegriff für all die verschiedenen Stämme, die östlich des Rheins leben."
2523,subtitle,Grundwasserökologen,0,NN,NN,Grundwasserökolog,grundwasserökolog,Grundwasserökologe,Grundwasserökologe,0,1,Mein Kollege Thilo war unterwegs und hat den Grundwasserökologen Hans-Jürgen Hahn in der Pfalz getroffen.
2524,subtitle,Co-Vorsitzende,0,NN,NN,Co-Vorsitzender,co-vorsitzender,Co-Vorsitzende,Co-Vorsitzender,1,1,"Der Co-Vorsitzende sagt, der wahre Grund sei die Präsidentschaftswahl im März 2024."
2524,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Der Co-Vorsitzende sagt, der wahre Grund sei die Präsidentschaftswahl im März 2024."
2526,subtitle,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Jetzt lasst mich alle in Ruhe.
2527,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Kann Lisa ein paar Tage bei uns wohnen?
2529,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,Wir kommen am Ende des Videos noch einmal auf dieses Verbrechen zurück.
2530,subtitle,letzte,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Für die letzte Frage in diesem Fragenkomplex darf ich der Kollegin Clara Bünger, Die Linke, das Wort erteilen."
2534,subtitle,ihm,0,PPER,PPER,ihm,ihm,er,er,1,1,Allerdings: Schon ein Blick auf seine Biografie lässt die Gegner von Aleksandar Vučić an ihm zweifeln.
2535,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,"Es ist so derbe warm, dass das Gestein im Erdinneren schmilzt."
2535,subtitle,Erdinneren,0,NN,NN,erdinneren,erdinneren,Erdinneres,Erdinner,1,0,"Es ist so derbe warm, dass das Gestein im Erdinneren schmilzt."
2535,subtitle,schmilzt,0,VVFIN,VVFIN,schmilzen,schmilzt,schmelzen,schmelzen,1,1,"Es ist so derbe warm, dass das Gestein im Erdinneren schmilzt."
2541,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Lisa, warum ist ein Bild von dir auf dem Klo an der Tafel?"
2542,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,Ich habe mich entschieden eine Handpumpe zu verwenden.
2543,subtitle,am,0,APPRART,ART,an,an,am,am,1,1,"Eine weitere Frage über den Kollegen am Ensemble. (Rednerwechsel) Frau Präsidentin, lieber Minister, meine Frage geht auf das, was Sie vorhin erwähnt haben."
2543,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Eine weitere Frage über den Kollegen am Ensemble. (Rednerwechsel) Frau Präsidentin, lieber Minister, meine Frage geht auf das, was Sie vorhin erwähnt haben."
2544,subtitle,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,Ansonsten war es das mit uns.
2546,subtitle,im,0,APPRART,ART,in,in,im,imen,1,1,"Ein Land, das grade im Mittelpunkt einer Krise steht, die weit über die eigenen Grenzen hinausgeht."
2546,subtitle,hinausgeht,0,VVFIN,VVFIN,hinausgehen,hinausgeht,hinausgehen,hinausgehen,1,1,"Ein Land, das grade im Mittelpunkt einer Krise steht, die weit über die eigenen Grenzen hinausgeht."
2547,subtitle,hineinzukommen,0,VVIZU,VVIZU,hineinkommen,hineinzukommen,hineinkommen,hineinkommen,1,1,"Was mit Sicherheit bei hohen Temperaturen besser geht, in gewisse Yoga-Haltungen hineinzukommen."
2548,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Warum sollte ich dir glauben?
2549,subtitle,letzter,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Mir ist aufgefallen, dass in unserer Beziehung in letzter Zeit die Leidenschaft fehlt."
2551,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Schaut es euch gern an, wenn euch diese Verben interessieren."
2551,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Schaut es euch gern an, wenn euch diese Verben interessieren."
2551,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Schaut es euch gern an, wenn euch diese Verben interessieren."
2552,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt."
2552,subtitle,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt."
2552,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt."
2552,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt."
2552,subtitle,Milch-Gate,0,NN,NN,Milch-Gat,milch-gat,Milch-Gate,Milch-Gate,1,1,"Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt."
2553,subtitle,Viele,1,PIS,PIS,vieler,vieler,viel,viel,1,1,"Viele hier beschleicht ein mulmiges Gefühl: „Also die kommen ja nicht zum Kaffeetrinken hier vorbei, sondern die haben ja eine Agenda."
2553,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Viele hier beschleicht ein mulmiges Gefühl: „Also die kommen ja nicht zum Kaffeetrinken hier vorbei, sondern die haben ja eine Agenda."
2555,subtitle,bitte,0,ADV,ADV,bitte,bitte,bitten,bitten,1,1,"Oh Gott, Maja wach bitte auf."
2557,subtitle,gelangt,0,VVFIN,VVFIN,gelangen,gelangt,gelangen,gelangen,1,1,"Und ja, Methan, das durch Lecks oder Blow Downs in die Atmosphäre gelangt, trägt nur einen Teil zu den Gesamtemissionen bei."
2558,subtitle,im,0,APPRART,ART,in,in,im,im,1,1,Wir benutzen dieses Verb aber auch im übertragenen Sinn.
2563,subtitle,mehreren,0,PIAT,PIAT,mehrere,mehrere,mehr,mehr,1,1,In ihrer Blütezeit bediente die Mecklenburg-Pommersche Schmalspurbahn ein Streckennetz von mehreren Hundert Kilometern.
2564,subtitle,ausgereift,0,VVPP,VVPP,ausgereifen,ausgereift,ausreifen,ausreifen,1,1,Die Waffentechnik ist noch nicht ausgereift.
2565,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,Ich freue mich jetzt schon sehr auf die Zukunft mit Michelle an meiner Seite.
2566,subtitle,grillt,0,NN,VVFIN,Grillt,grillt,grillen,grillen,1,1,Der eine grillt das Fleisch zunächst ganz klassisch in der Waagerechten.
2568,subtitle,mehrere,0,PIAT,PIAT,mehrere,mehrere,mehr,mehr,1,1,Von dem Augenblick an tauchen mehrere Oswalds in Dallas auf.
2568,subtitle,Oswalds,0,NN,NN,Oswald,oswald,Oswalds,Oswald,1,1,Von dem Augenblick an tauchen mehrere Oswalds in Dallas auf.
2573,subtitle,Corona-Schutzmaßnahmen,0,NN,NN,Corona-Schutzmaßnahm,corona-schutzmaßnahm,Corona-Schutzmaßnahme,Corona-Schutzmaßnahme,0,1,"Momentan schaffen wir es ja durch Corona-Schutzmaßnahmen, bei einem R-Wert um die eins zu sein."
2574,subtitle,darfst,0,VMFIN,VVFIN,darfstn,darfst,dürfen,dürfen,1,1,"Ja, das darfst du, Lisa."
2577,subtitle,Einkunftsarten,0,NN,NN,Einkunftsarte,einkunftsarte,Einkunftsart,Einkunftsart,1,1,Und mit diesen fünf Einkunftsarten plus der freiberuflichen Tätigkeit und Gewerbetätigkeit haben wir unsere sieben Einkunftsarten beisammen.
2578,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Sir, geben Sie mir vorschicken."
2580,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"Ihr könnt euch auch immer auf Argumente und Thesen des Gegners vorbereiten, das hilft bei einer Diskussion."
2582,subtitle,erklär,0,VVFIN,VVFIN,erklärn,erklär,erklären,erklären,1,1,"Dann erklär mir Folgendes: Warum bringt ein Pädophiler ein Mädchen um, ohne sie zu vergewaltigen?"
2582,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Dann erklär mir Folgendes: Warum bringt ein Pädophiler ein Mädchen um, ohne sie zu vergewaltigen?"
2582,subtitle,Folgendes,0,NN,PIS,Folgende,folgende,folgender,folgend,1,1,"Dann erklär mir Folgendes: Warum bringt ein Pädophiler ein Mädchen um, ohne sie zu vergewaltigen?"
2584,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Irgendetwas stimmt mit ihr nicht.
2585,subtitle,kaputtgegangen,0,VVPP,VVPP,kaputtgegangen,kaputtgegangen,kaputtgehen,kaputtgehen,1,1,Draußen wäre ich kaputtgegangen und ich hätte weitergemacht.
2586,subtitle,Letztes,1,ADJA,ADJA,Letztes,letztes,letzt,letzt,1,1,Letztes Mal bei Like Germans Unsere Koffer sind verschwunden!
2587,subtitle,recherchiert,0,VVPP,VVPP,recherchieren,recherchiert,recherchieren,recherchieren,1,1,Wir haben hierzu viel recherchiert und mit vielen Experten gesprochen.
2587,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,Wir haben hierzu viel recherchiert und mit vielen Experten gesprochen.
2588,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"In dieser Folge sprechen wir darüber, wie ihr auf Deutsch über euch selbst sprechen könnt."
2588,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,"In dieser Folge sprechen wir darüber, wie ihr auf Deutsch über euch selbst sprechen könnt."
2596,subtitle,meisten,0,PIAT,PIAT,meister,meister,meist,meist,1,1,"Die meisten Verben mit schlagen haben eine wörtliche Bedeutung, die beschreibt, wie genau oder warum man etwas oder jemanden schlägt."
2596,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,"Die meisten Verben mit schlagen haben eine wörtliche Bedeutung, die beschreibt, wie genau oder warum man etwas oder jemanden schlägt."
2598,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Aber du bist immerhin Gu Yanchuans Freund, und hast mir auch einen Riesenschrecken eingejagt."
2598,subtitle,eingejagt,0,VVPP,VVPP,eingejagen,eingejagt,einjagen,einjagen,1,1,"Aber du bist immerhin Gu Yanchuans Freund, und hast mir auch einen Riesenschrecken eingejagt."
2599,subtitle,eingegliedert,0,VVPP,VVPP,eingegliedern,eingegliedert,eingliedern,eingliedern,1,1,"Diese Jugendorganisation wird von der neuen Reichsregierung zwangsweise in die Hitlerjugend, in die HJ, eingegliedert."
2600,subtitle,sieht's,0,VVFIN,VVFIN,sieht's,sieht's,sieht'e'sen,siehten,0,0,Genau so sieht's gerade aus.
2602,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Und ihr habt mich alle ausgelacht.
2602,subtitle,mich,0,PPER,PPER,sich,sich,ich,ich,1,1,Und ihr habt mich alle ausgelacht.
2603,subtitle,Dass,1,KOUS,KOUS,dass,dass,daß,daß,1,1,"Dass die USA den Krieg schließlich vom Zaun brechen, zeigt, dass sie auch ohne Zustimmung des UN-Sicherheitsrats Fakten schaffen können."
2603,subtitle,vom,0,APPRART,ART,von,von,vom,vom,1,1,"Dass die USA den Krieg schließlich vom Zaun brechen, zeigt, dass sie auch ohne Zustimmung des UN-Sicherheitsrats Fakten schaffen können."
2603,subtitle,Fakten,0,NN,NN,Fakt,fakt,Faktum,Faktum,1,1,"Dass die USA den Krieg schließlich vom Zaun brechen, zeigt, dass sie auch ohne Zustimmung des UN-Sicherheitsrats Fakten schaffen können."
2604,subtitle,am,0,APPRART,APPR,an,an,am,am,1,1,Selbst der Kalender der alten Ägypter ist am Rhythmus des Nils angepasst.
2604,subtitle,angepasst,0,VVPP,VVPP,angepassen,angepasst,anpassen,anpassen,1,1,Selbst der Kalender der alten Ägypter ist am Rhythmus des Nils angepasst.
2606,subtitle,Viele,1,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Viele Freiwillige hoffen, dass in Spanien der Faschismus, der sich in Europa immer weiter ausbreitet, gestoppt wird."
2606,subtitle,Freiwillige,0,NN,NN,freiwillige,freiwillige,freiwillig,freiwillig,1,1,"Viele Freiwillige hoffen, dass in Spanien der Faschismus, der sich in Europa immer weiter ausbreitet, gestoppt wird."
2606,subtitle,weiter,0,ADV,ADV,weiter,weiter,weit,weit,1,1,"Viele Freiwillige hoffen, dass in Spanien der Faschismus, der sich in Europa immer weiter ausbreitet, gestoppt wird."
2607,subtitle,ihnen,0,PPER,PPER,ihnen,ihnen,sie,sie,1,1,"Die örtlichen Wampanoag helfen ihnen, denn nach vielen Todesfällen durch eine von Europäern eingeschleppte Epidemie brauchen sie Verbündete gegen die benachbarten Narrangansett."
2607,subtitle,vielen,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Die örtlichen Wampanoag helfen ihnen, denn nach vielen Todesfällen durch eine von Europäern eingeschleppte Epidemie brauchen sie Verbündete gegen die benachbarten Narrangansett."
2609,subtitle,maskiert,0,VVFIN,VVFIN,maskiern,maskiert,maskieren,maskieren,1,1,"Das maskiert den Umstand, dass 40 Prozent der Haushalte, die ohnehin über keine nennenswerten Ersparnisse verfügen, auch jetzt gar nichts sparen."
2612,subtitle,Mensen,1,NN,NN,Mense,mense,Mensa,Mensa,0,1,Mensen Sil Frisuren und Make-up.
2614,subtitle,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Ich habe mich vier Jahre lang bemüht, dass du offener wirst, Lenny Box."
2617,subtitle,letzte,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,Das letzte Mal haben gerade mal knapp ein Drittel aller Wahlberechtigten mitgemacht.
2617,subtitle,aller,0,PIAT,PIAT,aller,aller,alle,alle,1,1,Das letzte Mal haben gerade mal knapp ein Drittel aller Wahlberechtigten mitgemacht.
2619,subtitle,vom,0,APPRART,ART,von,von,vom,vom,1,1,"Ihr vom ASS, ihr seid ja so berechbar."
2619,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ihr vom ASS, ihr seid ja so berechbar."
2620,subtitle,Skelette,0,NN,NN,Skelette,skelette,Skelett,Skelett,1,1,Er stößt auf Gräber und Skelette eines Friedhofs aus früheren Jahrhunderten und Überreste einer frühen Wehranlage.
2621,subtitle,halber,0,ADJA,ADJA,halb,halb,halber,halber,1,1,Ungefähr auf halber Länge lasse ich die Kondensleitung rausgucken.
2626,subtitle,Sag,1,VVIMP,ITJ,sag,sagen,sag,Sag,1,1,"Sag nicht, du brauchst ihn nicht."
2626,subtitle,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Sag nicht, du brauchst ihn nicht."
2627,subtitle,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,"Ich will euch aber ein neues funk-Format vorstellen: ""Atlas"", da kriegt ihr jede Woche Geschichten aus dem Ausland."
2627,subtitle,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Ich will euch aber ein neues funk-Format vorstellen: ""Atlas"", da kriegt ihr jede Woche Geschichten aus dem Ausland."
2628,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"K: Sag mir, dass du das spürst."
2630,subtitle,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,Diese Verben betonen das Ergebnis einer Handlung.
2633,subtitle,Fortgeschrittene,0,NN,NN,Fortgeschrittene,fortgeschrittene,Fortgeschrittener,Fortgeschrittener,1,1,"Gerade für Fortgeschrittene bietet italki viele Möglichkeiten, die Sprachkenntnisse zu verbessern."
2633,subtitle,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Gerade für Fortgeschrittene bietet italki viele Möglichkeiten, die Sprachkenntnisse zu verbessern."
2634,subtitle,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,Hä? Wie zum Teufel passt das zusammen?
2635,subtitle,schaust,0,VVFIN,VVFIN,schausen,schaust,schauen,schauen,1,1,Bist du es? Warum schaust du so anders aus?
2637,subtitle,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Was das in euch bewirkt.
2638,subtitle,beim,0,APPRART,ART,bei,bei,beim,beim,1,1,"Seine Knie sind wundgescheuert, weil er beim Arbeiten kauern muss."
2643,subtitle,kugelsicher,0,ADJD,ADJD,kugelsich,kugelsich,kugelsicher,kugelsicher,1,1,Der Ausbau ist nicht kugelsicher.
2644,subtitle,bitte,0,ADV,ADV,bitte,bitte,bitten,bitten,1,1,"Aber bitte versprich mir, dass du dir noch einen Plan B überlegst, falls es mit dem Fußball nicht klappen sollte."
2644,subtitle,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Aber bitte versprich mir, dass du dir noch einen Plan B überlegst, falls es mit dem Fußball nicht klappen sollte."
2644,subtitle,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Aber bitte versprich mir, dass du dir noch einen Plan B überlegst, falls es mit dem Fußball nicht klappen sollte."
2644,subtitle,überlegst,0,VVFIN,VVFIN,überlegstn,überlegst,überlegen,überlegen,1,1,"Aber bitte versprich mir, dass du dir noch einen Plan B überlegst, falls es mit dem Fußball nicht klappen sollte."
