step,candidates,well_formed,chosen_score,best_score,chosen,best
1043,10,5,1.0,1.0,"Ich habe zuerst die Lautstärke erhöht, aber das hat nichts geholfen.","Das macht wenig aus in diesem Bewusstsein, dass wir erhöhen müssen."
1044,27,11,1.0,1.0,"Ohne Liste verliere ich den Überblick So, das ist klug.",Julius und ich haben eine Liste mit Ideen vorbereitet.
1045,27,11,1.0,1.0,Ich habe nämlich einen kostenlosen Kurs für dich vorbereitet.,"Das ist am Anfang, das heißt im Winter 2022/23 kostenlos."
1046,23,12,1.0,1.0,"Guckt euch mal das hier an, was macht Warren?","Dann können wir uns ein Film angucken, schöne Sachen machen."
1047,25,13,1.0,1.0,"Wird sich nicht lohnen, ihn auszu Halt dein verdammtes Maul.","Ich hoffe nur, dass es sich für mich lohnt."
1048,27,14,1.0,1.0,"Was für ein Mist, dass sie nicht geladen war.","Was für ein Mist, dass sie nicht geladen war."
1049,15,5,1.0,1.0,Der Kunde hat das Produkt im letzten Moment umgewählt.,Bei manchen Produkten kann man sich das Geld sparen.
1050,20,11,1.0,1.0,Wir verkaufen es ja auch in unseren Verträgen als chinesische Ware.,Die Stadt war lange politisch freier als das chinesische Festland.
1051,14,8,1.0,1.0,"Auf dessen Verpackungen steht klar, welche Zutaten woher stammen.",Der Kalkstein der Podestbasis stammt aus dem Steinbruch neunhundert Meter entfernt.
1052,17,8,1.0,1.0,"Vielen Dank für Ihre Aufmerksamkeit, Tschüss und bis zum nächsten Mal.","Vielen Dank für Ihre Aufmerksamkeit, Tschüss und bis zum nächsten Mal."
1053,19,7,1.0,1.0,Warum gehe ich hier nach einem festen Workflow vor?,Warum gehe ich hier nach einem festen Workflow vor?
1054,14,10,1.0,1.0,Wie willst du denn das hier alles mit deinen Mitteln nutzen?,"Ein Mittel, wie du mit Stress besser umgehen kannst, ist Dankbarkeit."
1055,14,5,1.0,1.0,"Ich meine, die ausgesetzte Belohnung ist auch viel zu gering.","Da war es so, dass der Strafrahmen eben sehr gering war."
1056,24,13,1.0,1.0,"Ist doch klar, damit die Spur zu ihm führt.",Eine peinlich genaue Durchsuchung seines Besitztums nach irgendwelchen Spuren durchzuhören.
1057,18,9,1.0,1.0,Und eine direkte Folge der Anschläge in den USA.,Und eine direkte Folge der Anschläge in den USA.
1058,19,11,1.0,1.0,Wir haben gestern eine Reihe Tests mit Sarah gemacht.,"Aber in der ersten Reihe, die sind immer so unbeliebt."
1059,19,12,1.0,1.0,"Weil er in der Ebene endete, nicht auf sieben Metern.","Lass uns mal auf der technischen, plastischen Ebene des Rechts bleiben."
1060,24,9,1.0,1.0,Vielen Dank für die schöne Zeit und bis Montag!,Sie kommt jeden Montag und Donnerstagmorgen zu mir nach Hause.
1061,21,9,1.0,1.0,"Wir haben das dann durchgeführt, mit kleinen Schränken, wie man sieht.",In drei Bereichen können wir eine gemeinsame Industrie-Politik durchführen.
1062,22,13,1.0,1.0,Schließlich muss ich nächsten Monat wieder die Miete bezahlen.,"Meine Miete zahlte ich mit Gebrauchtwagenhandel, Fahrrädern, allem möglichen Kram."
1063,26,17,1.0,1.0,Und ganz langsam wird die Sprache normal für euren Mund.,Und ganz langsam wird die Sprache normal für euren Mund.
1064,20,6,1.0,1.0,"Und ich sagte ihm auch, ich könnte mir das durchaus vorstellen.","Und ich sagte ihm auch, ich könnte mir das durchaus vorstellen."
1065,23,16,1.0,1.0,Wir sind dann für alles was er tut verantwortlich.,"Ich mache Sie dafür verantwortlich, dass der Junge unversehrt bleibt."
1066,20,12,1.0,1.0,Und dadurch ist dann die Welt in Bewegung geraten.,Sie können entweder mitkommen oder in deutsche Gefangenschaft geraten.
1067,14,7,1.0,1.0,"Was sagst du, wenn du eine pauschale Aussage vermeiden willst?","Ich habe versucht das zu vermeiden, aber es geht nicht anders."
1068,21,8,1.0,1.0,"Was im Kopf vorgeht, fließt durch den ganzen Körper.",Aber ein Überfluss fließt aus mir heraus auf andere über.
1069,21,8,1.0,1.0,Und im Laufe der Zeit hat sich das verbessert.,Und im Laufe der Zeit hat sich das verbessert.
1070,25,6,1.0,1.0,"Ich möchte nur nicht, dass du dir zu große Hoffnungen machst.","Ich möchte nur nicht, dass du dir zu große Hoffnungen machst."
1071,22,7,1.0,1.0,Du solltest deine Haare nicht hinter die Ohren stecken.,Du solltest deine Haare nicht hinter die Ohren stecken.
1072,24,10,1.0,1.0,Tippst du wieder daneben um zum Hauptmenü Einstellung zurückzukommen.,Du erinnerst dich dass wir vorhin in den Einstellungen waren.
1073,21,8,1.0,1.0,Er war etwas besonderes und jetzt soll ich ihn einfach ersetzen?,Er war etwas besonderes und jetzt soll ich ihn einfach ersetzen?
1074,28,14,1.0,1.0,Morgens bin ich dann aufgestanden und mir war so übel.,Morgens bin ich dann aufgestanden und mir war so übel.
1075,20,11,1.0,1.0,Ich habe das letzte Boot von der Nase weggekauft.,Die machen dir die Haare und Nase wieder schön.
1076,16,8,1.0,1.0,Süden ist der einzige Weg und dahin gehen wir.,Süden ist der einzige Weg und dahin gehen wir.
1077,10,4,1.0,1.0,Die letzten japanischen Flugzeuge drehen um 9.45 Uhr bei.,Die letzten japanischen Flugzeuge drehen um 9.45 Uhr bei.
1078,20,11,1.0,1.0,Wir haben uns hier zurückgezogen in den Hof zum Rauchen.,Wir haben uns hier zurückgezogen in den Hof zum Rauchen.
1079,17,6,1.0,1.0,Und für nur 29€ beschließt sie: Sie probiert's einfach aus!,"Was dazu im Wahlprogramm der AfD steht, hat der Landesparteitag beschlossen."
1080,23,12,1.0,1.0,Was die Psychiater bilden nenne es „zum Scheitern verurteilte Beziehungen“.,Was die Psychiater bilden nenne es „zum Scheitern verurteilte Beziehungen“.
1081,16,5,1.0,1.0,"Meine Quelle hat eine Tonaufnahme der Übergabe mitgeschnitten, um sich abzusichern.","Jetzt existiert eine ""solide"" Quelle mit Fehlinformation über Braune Zwerge."
1082,20,12,1.0,1.0,Wir müssen seine Familie anrufen und die Botschaft übermitteln.,"Es sei denn, die Tat war als Botschaft gedacht."
1083,25,7,1.0,1.0,Oder du siehst gleich aus wie ein Schweizer Käse.,Ob Käse bei Döner extra kosten darf zum Beispiel.
1084,24,12,1.0,1.0,Wir haben schönes Vieh mit braunen Gesichtern und weißem Hals.,Ich habe starke Kopfschmerzen und mein Hals tut weh.
1085,21,11,1.0,1.0,"Und viele Erwachsene haben ADHS, ohne es zu wissen.","Und viele Erwachsene haben ADHS, ohne es zu wissen."
1086,21,10,1.0,1.0,"Liebe Damen und Herren, bitte begrüßen Sie Timo Grün.","Dann darf ich Sie begrüßen zur mittwöchlichen, mittäglichen Brückenöffnung."
1087,20,12,1.0,1.0,"Wenn du Details wissen willst, erzähle ich sie dir.","Ich dachte zuerst, überall in Deutschland gelten hundertprozentig dieselben Details."
1088,28,11,1.0,1.0,Wir werden in viele Bars gehen und viel Spaß haben.,Wir werden in viele Bars gehen und viel Spaß haben.
1089,17,9,1.0,1.0,"Und ganz praktisch, China hat auch Bock, ordentlich was zu investieren.","Und ganz praktisch, China hat auch Bock, ordentlich was zu investieren."
1090,19,11,1.0,1.0,Zum anderen können Sie die Aktie später wieder verkaufen.,Ist es nicht besser eine einzelne Aktie zu kaufen?
1091,28,9,1.0,1.0,Oder es geht nach rechts und lässt dich dein Zimmer aufräumen.,Oder es geht nach rechts und lässt dich dein Zimmer aufräumen.
1092,24,8,1.0,1.0,"Kein Zufall kann das sein, dass Holländer Fahrradfahren und Holzschuhe tragen.","Kein Zufall kann das sein, dass Holländer Fahrradfahren und Holzschuhe tragen."
1093,26,13,1.0,1.0,"Woche vorher bescheid weiß, lege ich ihn um im Weißen Haus.","Woche vorher bescheid weiß, lege ich ihn um im Weißen Haus."
1094,23,11,1.0,1.0,"Kein Wunder, dass du so einen beeindruckenden Eindruck machst.","Kein Wunder, dass du so einen beeindruckenden Eindruck machst."
1095,20,11,1.0,1.0,"Mit dem Studentenausweis zeigt man, dass man Student oder Studentin ist.","Ich frage mich, ob die anderen Studenten mich akzeptieren."
1096,21,11,1.0,1.0,"Oder wissen Sie, wir fangen an all diese Ausreden zu erfinden.","Oder wissen Sie, wir fangen an all diese Ausreden zu erfinden."
1097,17,8,1.0,1.0,Ich brauche einen Kredit in Höhe von 10.000€ Verstehe!,Ich brauche einen Kredit in Höhe von 10.000€ Verstehe!
1098,21,13,1.0,1.0,Zwischen 200 und 300 Millionen Container sind weltweit unterwegs.,Und lösen damit die nächste große und weltweite Migrationsbewegung aus.
1099,21,13,1.0,1.0,"Typisches Beispiel: Was passiert mit den Piloten, die hinterfeindlichen Linien landen?",Die komischen Linien auf dem Globus sind das Gradnetz der Erde.
1100,16,10,1.0,1.0,"Herzlich willkommen aus Berlin, das zweite Mal vor unseren besorgten Bürgern.","Auch die deutschen Bürger möchten mitreden, was im Staat passiert."
1101,21,10,1.0,1.0,"Und Dave, ist es dir wichtig, dass deine Kinder jüdisch sind?","Ja, ich bestimmt der einzige jüdische Arzt weit und breit."
1102,23,11,1.0,1.0,Ukrainische Partisanen kundschaften hinter den russischen Linien feindliche Stellungen aus.,Russische Verkehrswege sind unter guten Wetterbedingungen schon eine Herausforderung.
1103,1,0,0.7,0.7,"Ich sehe von einer Anzeige bei der Polizei ab, aber ich spreche natürlich mit seinen Eltern.","Ich sehe von einer Anzeige bei der Polizei ab, aber ich spreche natürlich mit seinen Eltern."
1104,30,18,1.0,1.0,Offenbar hatte er es auch auf die Waffensammlung seines Kumpels abgesehen.,Offenbar hatte er es auch auf die Waffensammlung seines Kumpels abgesehen.
1105,18,8,1.0,1.0,Wie wir beispielsweise im Sommer um die Mittagszeit haben.,Beispielsweise hast du vor ein paar Wochen eine Klausur geschrieben.
1106,18,9,1.0,1.0,Zum Glück treibe ich regelmäßig Sport und habe Muskeln.,"Tja, was wohl dieser Kerl da auf dem Feld treibt?!"
1107,21,11,1.0,1.0,"Wenn der Pilot recht hat, hält die Deutschen nichts mehr auf.",Der Pilot sitzt in einer gepanzerten Kabine mit kugelsicherer Windschutzscheibe.
1108,21,15,1.0,1.0,Wie viel sollten wir für den Kurs und Materialien ausgeben?,"Da steht das Material, das vorher von Ihnen ausgewählt wurde."
1109,21,14,1.0,1.0,Waren Sie in den letzten paar Wochen im Ausland?,"Es lohnt sich immer, Erfahrung im Ausland zu sammeln."
1110,19,9,1.0,1.0,"Was sagst du, wenn die Antwort von der Situation abhängt?","Deine Handyrechnung hängt also davon ab, wie viele Datenpakete du kaufst."
1111,22,16,1.0,1.0,"Selbst die Freizeit wirkt hier so klar durchgeplant, fast abgehetzt arbeitet.",Selbst die Freizeit wird hier so klar durchgeplant und fast abgearbeitet.
1112,26,9,1.0,1.0,"Wir haben bereits Umweltmanagementsysteme mit ISO 14.001, ein freiwilliges System.",Aber wer geht freiwillig für 10 Jahre ins Gefängnis?
1113,23,15,1.0,1.0,Viel zu sagen hat der Deutsche Bund allerdings nicht.,Viel zu sagen hat der Deutsche Bund allerdings nicht.
1114,21,12,1.0,1.0,"Und lässt sich das feststellen, ob einer Prolut eingenommen hat?",Samuel darf es bis zu 3 Mal täglich einnehmen.
1115,23,9,1.0,1.0,"Okay, liebe Zuschauer, wir näheren uns dem Ende unserer Diskussion.","Mir ist nur wichtig, dass unsere Zuschauer den Kanal abonnieren."
1116,22,11,1.0,1.0,"Ja, ich kann es mir momentan einfach nicht vorstellen.","Es tut mir leid, aber wir werden Sie momentan nicht einstellen."
1117,16,8,1.0,1.0,"Wow, da fällt mir wirklich ein Stein vom Herzen.","Wow, da fällt mir wirklich ein Stein vom Herzen."
1118,26,10,1.0,1.0,"Im Wohnzimmer, dem sogenannten Baðstofa, kommt die ganze Großfamilie zusammen.","Im Wohnzimmer, dem sogenannten Baðstofa, kommt die ganze Großfamilie zusammen."
1119,17,5,1.0,1.0,Goldene Regel Nummer zwei Schwarz tut es ihm gleich.,"Du musst mir helfen, das goldene Ei zu finden."
1120,21,8,1.0,1.0,"Verbreitet auf Social Media mit den Hashtags „homos, kassiert, lustig“.","Verbreitet auf Social Media mit den Hashtags „homos, kassiert, lustig“."
1121,20,10,1.0,1.0,"Ah ja, einmal etwas gegen Übelkeit und etwas gegen die Schmerzen.","Ah ja, einmal etwas gegen Übelkeit und etwas gegen die Schmerzen."
1122,22,10,1.0,1.0,Wir tauchen nun ein in die Welt der Präpositionen.,"Bald sind die Pflanzen hoch, aber eine neue Gefahr taucht auf."
1123,25,9,1.0,1.0,"Leah: Ja, du hast es dir voll gemütlich gemacht.",Das ist ja alles sehr klein und so gemütlich.
1124,23,14,1.0,1.0,"Und was wäre, wenn ich Ihnen das Gegenteil beweisen könnte?",Du bist der Doppelgänger und du kannst dich das Gegenteil beweisen.
1125,19,10,1.0,1.0,Und “auftreten” ist mehr ein Synonym von “erscheinen” oder “auftauchen”.,Eine weitere Bedeutung von “auftreten” kennt ihr mit Sicherheit.
1126,18,13,1.0,1.0,Sie wurde vor Kurzem erst renoviert und ist sehr modern eingerichtet.,Sie wurde vor Kurzem erst renoviert und ist sehr modern eingerichtet.
1127,20,11,1.0,1.0,Nicht mehr viel Zeit für seinen Kampf um die Demokratie.,"Eine illiberale Demokratie, und die möchte ich hier nicht."
1128,16,12,1.0,1.0,Wir können “anpassen” auch reflexiv benutzen: “sich an etwas anpassen”.,"Das Verb “anpassen” bedeutet einfach, dass man etwas passend macht."
1129,20,12,1.0,1.0,Und der Kurshaltepflichtige muss auch noch seine Geschwindigkeit beibehalten.,Bei hohen Geschwindigkeiten ist sie jedoch kraftlos und träge.
1130,20,15,1.0,1.0,"Und du sagst immer wieder, ich kann dich nicht versorgen.","Wir versorgen sie und hoffen, dass sie wieder aufwacht."
1131,23,7,1.0,1.0,"Ja, wir können uns ja vor den offenen Kühlschrank setzen.","Guck mal ein Stück, damit sich Che setzen kann."
1132,24,18,1.0,1.0,"Wir müssen wie verheiratet tun, um unsere Karrieren nicht zu ruinieren.","Ich sagte, sie hätten hätten Karriere als Ansagerin machen können."
1133,16,10,1.0,1.0,Zu einer Frage darf ich Lukas Benner das Wort erteilen.,Zu einer Frage darf ich Lukas Benner das Wort erteilen.
1134,21,7,1.0,1.0,"Reiches L Bewahrung und man ergebt euch, dann werdet ihr beschort.",Den Rest mal sechs ergibt auch zwölf in Ordnung.
1135,24,7,1.0,1.0,Lisa zieht bald aus und nimmt ihre Sachen mit.,Lisa zieht bald aus und nimmt ihre Sachen mit.
1136,22,8,1.0,1.0,"Und möge die Seele, deren Körper uns nun verlässt, gesegnet sein.",Resilienz klingt fast wie ein Schutzschild für die Seele.
1137,16,14,1.0,1.0,Wir werden auf das Verhältnis von Platon und Sokrates gleich eingehen.,"Vielleicht sollte man fragen, wer das deutsch-amerikanische Verhältnis trübt?"
1138,19,3,1.0,1.0,Die Zeit vergeht schnell und bald ist es wieder September.,Die Zeit vergeht schnell und bald ist es wieder September.
1139,23,9,1.0,1.0,"Wenn ich rauche, verfolgst du mich mit einem Aschenbecher.","Wenn ich rauche, verfolgst du mich mit einem Aschenbecher."
1140,16,5,1.0,1.0,"Wir werden, meine Damen und Herren, Leistungen des Staates kürzen.","Wir werden, meine Damen und Herren, Leistungen des Staates kürzen."
1141,19,10,1.0,1.0,Welche historischen Begebenheiten fandet ihr am spannendsten und warum?,Welche historischen Begebenheiten fandet ihr am spannendsten und warum?
1142,15,6,1.0,1.0,"Nun, wie soll ich eine Deutsche von einer Tatarischen unterscheiden?",Aber Achtung: Du musst zwischen regelmäßigen und unregelmäßigen Verben unterscheiden.
1143,15,9,1.0,1.0,"Wenn sich Erdplatten bewegen, verändern sie das Gesicht der Kontinente.",Auf keinem anderen Kontinent gibt es so viele Unabhängigkeitsbewegungen.
1144,14,7,1.0,1.0,Tatsächlich festigen die beiden Staaten damit ihre militärische Zusammenarbeit.,Tatsächlich festigen die beiden Staaten damit ihre militärische Zusammenarbeit.
1145,13,6,1.0,1.0,"Ja, einfach durch das Internet passiert halt immer, immer wesentlich mehr.","Ja, einfach durch das Internet passiert halt immer, immer wesentlich mehr."
1146,13,6,1.0,1.0,Auch er fühlt sich an die 90er im Osten erinnert.,Und die Wehrmacht kämpft gegen die Slawen im Osten.
1147,18,13,1.0,1.0,Vielleicht hat er ja sogar Norden mit Süden verwechselt.,Nach Norden und Süden hin werden die Breitenkreise immer kleiner.
1148,27,13,1.0,1.0,"Und jetzt ganz wichtig, fern ist mit einem Punkt.",Und du hältst dich in Zukunft von ihm fern!
1149,21,10,1.0,1.0,"Hier ist auch ein Anschlusskabel dabei, die beide Einheiten miteinander verbindet.","Hier ist auch ein Anschlusskabel dabei, die beide Einheiten miteinander verbindet."
1150,18,10,1.0,1.0,Das würde bestimmt mir und anderen Anfängern als Orientierungshilfe sehr dienen.,"Doch bei dir ist Vergebung, damit man den Heerfeucht dir dient."
1151,26,5,1.0,1.0,"Wir müssen sie sofort operieren, ansonsten wird es gefährlich.",Du hattest einen Autounfall und wurdest vor kurzem operiert.
1152,25,8,1.0,1.0,"Nein, ich muss die Demo doch erst noch ganz offiziell anmelden.",Ich habe mich am Wochenende bei einem Datingportal angemeldet.
1153,17,8,1.0,1.0,Waffen und Munition sollen jetzt ohne sofortige Bezahlung geliefert werden.,Dann liefern wir mehr Material und Beweise wie Servelatwurst.
1154,19,7,1.0,1.0,So viele meiner unumgesetzten Ideen werden dank Ihres Projekts nun Wirklichkeit.,So viele meiner unumgesetzten Ideen werden dank Ihres Projekts nun Wirklichkeit.
1155,13,3,1.0,1.0,"Endlich, nach etwa einem Monat Ich habe meinen ersten Auftrag bekommen.","Endlich, nach etwa einem Monat Ich habe meinen ersten Auftrag bekommen."
1156,19,10,1.0,1.0,"Nein, die ganze Gegend spricht nur von diesem Bchen Smith.","Nein, die ganze Gegend spricht nur von diesem Bchen Smith."
1157,21,5,1.0,1.0,"Wir haben in Marxloh im Asylheim gelebt, das ist doppelt Pech.","Wir haben in Marxloh im Asylheim gelebt, das ist doppelt Pech."
1158,21,10,1.0,1.0,Jeder Schüler der Harison High stellt sich vermutlich nur eine Frage.,"Er war Komm, lass vermutlich war er beim Nachrichtendienst."
1159,20,8,1.0,1.0,Vielleicht können Sie mir deswegen nach vier Minuten einen Hinweis geben.,Vielleicht können Sie mir deswegen nach vier Minuten einen Hinweis geben.
1160,23,11,1.0,1.0,Zweitens: Mit dem Präteritum kann ich nur über die Vergangenheit sprechen.,Zweitens: Mit dem Präteritum kann ich nur über die Vergangenheit sprechen.
1161,19,7,1.0,1.0,Solche analytischen Prozesse werden durch entsprechende Übung schnell automatisiert.,Entsprechendes muss es ja auch dann für Europa geben.
1162,19,9,1.0,1.0,Nur so kannst du deine Ziele wirklich erreichen und motiviert bleiben.,"Ich finde, Teamarbeit motiviert mich oft und bringt neue Ideen."
1163,21,11,1.0,1.0,Ich war mächtiger als alle anderen der vor mir gekommen war.,Ich war mächtiger als alle anderen der vor mir gekommen war.
1164,27,9,1.0,1.0,Letztes Mal bei Like Germans: Sie schulden mir einen Gefallen.,Letztes Mal bei Like Germans: Sie schulden mir einen Gefallen.
